seqname,source,feature,start,end,score,strand,frame,ID,Name,gbkey,gene,gene_biotype,locus_tag,old_locus_tag
NC_008463.1,RefSeq,gene,5875218,5876495,.,-,.,gene-PA14_RS26925,waaA,Gene,waaA,protein_coding,PA14_RS26925,PA14_65960
NC_008463.1,RefSeq,gene,5876531,5877415,.,-,.,gene-PA14_RS26930,PA14_RS26930,Gene,NA,protein_coding,PA14_RS26930,PA14_65970
NC_008463.1,RefSeq,gene,5877500,5877832,.,+,.,gene-PA14_RS26935,PA14_RS26935,Gene,NA,protein_coding,PA14_RS26935,PA14_65990
NC_008463.1,RefSeq,gene,5877893,5879068,.,+,.,gene-PA14_RS26940,PA14_RS26940,Gene,NA,protein_coding,PA14_RS26940,PA14_66000
NC_008463.1,RefSeq,gene,5879065,5879877,.,+,.,gene-PA14_RS26945,PA14_RS26945,Gene,NA,protein_coding,PA14_RS26945,PA14_66010
NC_008463.1,RefSeq,gene,5880046,5880966,.,+,.,gene-PA14_RS26950,PA14_RS26950,Gene,NA,protein_coding,PA14_RS26950,PA14_66020
NC_008463.1,RefSeq,gene,5880991,5882199,.,-,.,gene-PA14_RS26955,PA14_RS26955,Gene,NA,protein_coding,PA14_RS26955,PA14_66040
NC_008463.1,RefSeq,gene,5882248,5883537,.,-,.,gene-PA14_RS26960,PA14_RS26960,Gene,NA,protein_coding,PA14_RS26960,PA14_66050
NC_008463.1,RefSeq,gene,5883665,5885089,.,-,.,gene-PA14_RS26965,hldE,Gene,hldE,protein_coding,PA14_RS26965,PA14_66060
NC_008463.1,RefSeq,gene,5885130,5886941,.,-,.,gene-PA14_RS26970,msbA,Gene,msbA,protein_coding,PA14_RS26970,PA14_66080
NC_008463.1,RefSeq,gene,5887049,5887699,.,+,.,gene-PA14_RS26975,PA14_RS26975,Gene,NA,protein_coding,PA14_RS26975,PA14_66090
NC_008463.1,RefSeq,gene,5887707,5888906,.,+,.,gene-PA14_RS26980,PA14_RS26980,Gene,NA,protein_coding,PA14_RS26980,PA14_66100
NC_008463.1,RefSeq,gene,5888931,5889815,.,-,.,gene-PA14_RS26985,wapR,Gene,wapR,protein_coding,PA14_RS26985,PA14_66110
NC_008463.1,RefSeq,gene,5889976,5890932,.,-,.,gene-PA14_RS26990,PA14_RS26990,Gene,NA,protein_coding,PA14_RS26990,PA14_66120
NC_008463.1,RefSeq,gene,5891005,5892423,.,-,.,gene-PA14_RS26995,PA14_RS26995,Gene,NA,protein_coding,PA14_RS26995,PA14_66140
NC_008463.1,RefSeq,gene,5892427,5893323,.,-,.,gene-PA14_RS27000,PA14_RS27000,Gene,NA,protein_coding,PA14_RS27000,PA14_66150
NC_008463.1,RefSeq,gene,5893317,5894453,.,-,.,gene-PA14_RS27005,PA14_RS27005,Gene,NA,protein_coding,PA14_RS27005,PA14_66160
NC_008463.1,RefSeq,gene,5894437,5896194,.,-,.,gene-PA14_RS27010,PA14_RS27010,Gene,NA,protein_coding,PA14_RS27010,PA14_66170
NC_008463.1,RefSeq,gene,5896298,5897776,.,-,.,gene-PA14_RS27015,PA14_RS27015,Gene,NA,protein_coding,PA14_RS27015,PA14_66190
NC_008463.1,RefSeq,gene,5897773,5898531,.,-,.,gene-PA14_RS27020,PA14_RS27020,Gene,NA,protein_coding,PA14_RS27020,PA14_66200
NC_008463.1,RefSeq,gene,5898528,5899262,.,-,.,gene-PA14_RS27025,PA14_RS27025,Gene,NA,protein_coding,PA14_RS27025,PA14_66210
NC_008463.1,RefSeq,gene,5899262,5900068,.,-,.,gene-PA14_RS27030,rfaP,Gene,rfaP,protein_coding,PA14_RS27030,PA14_66220
NC_008463.1,RefSeq,gene,5900065,5901186,.,-,.,gene-PA14_RS27035,PA14_RS27035,Gene,NA,protein_coding,PA14_RS27035,PA14_66230
NC_008463.1,RefSeq,gene,5901186,5902250,.,-,.,gene-PA14_RS27040,waaC,Gene,waaC,protein_coding,PA14_RS27040,PA14_66240
NC_008463.1,RefSeq,gene,5902247,5903284,.,-,.,gene-PA14_RS27045,waaF,Gene,waaF,protein_coding,PA14_RS27045,PA14_66250
NC_008463.1,RefSeq,gene,5903344,5904267,.,-,.,gene-PA14_RS27050,ilvE,Gene,ilvE,protein_coding,PA14_RS27050,PA14_66260
NC_008463.1,RefSeq,gene,5904323,5907271,.,-,.,gene-PA14_RS27055,glnE,Gene,glnE,protein_coding,PA14_RS27055,PA14_66270
NC_008463.1,RefSeq,gene,5907553,5910201,.,+,.,gene-PA14_RS27060,aceE,Gene,aceE,protein_coding,PA14_RS27060,PA14_66290
NC_008463.1,RefSeq,gene,5910346,5911989,.,+,.,gene-PA14_RS27065,aceF,Gene,aceF,protein_coding,PA14_RS27065,PA14_66310
NC_008463.1,RefSeq,gene,5912407,5915106,.,+,.,gene-PA14_RS27070,dipA,Gene,dipA,protein_coding,PA14_RS27070,PA14_66320
NC_008463.1,RefSeq,gene,5915201,5915848,.,+,.,gene-PA14_RS27075,msrA,Gene,msrA,protein_coding,PA14_RS27075,PA14_66330
NC_008463.1,RefSeq,gene,5915852,5916688,.,-,.,gene-PA14_RS27080,PA14_RS27080,Gene,NA,protein_coding,PA14_RS27080,PA14_66340
NC_008463.1,RefSeq,gene,5916990,5918792,.,+,.,gene-PA14_RS27085,PA14_RS27085,Gene,NA,protein_coding,PA14_RS27085,PA14_66350
NC_008463.1,RefSeq,gene,5919085,5920827,.,+,.,gene-PA14_RS27090,PA14_RS27090,Gene,NA,protein_coding,PA14_RS27090,PA14_66380
NC_008463.1,RefSeq,gene,5920919,5924275,.,+,.,gene-PA14_RS27095,mscK,Gene,mscK,protein_coding,PA14_RS27095,PA14_66400
NC_008463.1,RefSeq,gene,5924342,5925802,.,+,.,gene-PA14_RS27100,PA14_RS27100,Gene,NA,protein_coding,PA14_RS27100,PA14_66410
NC_008463.1,RefSeq,gene,5925953,5926927,.,+,.,gene-PA14_RS27105,PA14_RS27105,Gene,NA,protein_coding,PA14_RS27105,PA14_66420
NC_008463.1,RefSeq,gene,5927048,5928325,.,+,.,gene-PA14_RS27110,PA14_RS27110,Gene,NA,protein_coding,PA14_RS27110,PA14_66440
NC_008463.1,RefSeq,gene,5928416,5928868,.,+,.,gene-PA14_RS27115,PA14_RS27115,Gene,NA,protein_coding,PA14_RS27115,PA14_66450
NC_008463.1,RefSeq,gene,5928981,5929796,.,+,.,gene-PA14_RS27120,PA14_RS27120,Gene,NA,protein_coding,PA14_RS27120,PA14_66460
NC_008463.1,RefSeq,gene,5929818,5930585,.,-,.,gene-PA14_RS27125,PA14_RS27125,Gene,NA,protein_coding,PA14_RS27125,PA14_66480
NC_008463.1,RefSeq,gene,5930676,5931581,.,-,.,gene-PA14_RS27130,PA14_RS27130,Gene,NA,protein_coding,PA14_RS27130,PA14_66490
NC_008463.1,RefSeq,gene,5931759,5933075,.,+,.,gene-PA14_RS27135,PA14_RS27135,Gene,NA,protein_coding,PA14_RS27135,PA14_66510
NC_008463.1,RefSeq,gene,5933103,5934032,.,-,.,gene-PA14_RS27140,PA14_RS27140,Gene,NA,protein_coding,PA14_RS27140,PA14_66520
NC_008463.1,RefSeq,gene,5934144,5935217,.,+,.,gene-PA14_RS27145,PA14_RS27145,Gene,NA,protein_coding,PA14_RS27145,PA14_66530
NC_008463.1,RefSeq,gene,5935291,5936271,.,+,.,gene-PA14_RS27150,PA14_RS27150,Gene,NA,protein_coding,PA14_RS27150,PA14_66540
NC_008463.1,RefSeq,gene,5936392,5937459,.,-,.,gene-PA14_RS27155,hemE,Gene,hemE,protein_coding,PA14_RS27155,PA14_66550
NC_008463.1,RefSeq,gene,5937636,5939069,.,-,.,gene-PA14_RS27160,PA14_RS27160,Gene,NA,protein_coding,PA14_RS27160,PA14_66560
NC_008463.1,RefSeq,gene,5939098,5943543,.,-,.,gene-PA14_RS27165,gltB,Gene,gltB,protein_coding,PA14_RS27165,PA14_66570
NC_008463.1,RefSeq,gene,5943768,5945423,.,-,.,gene-PA14_RS27170,PA14_RS27170,Gene,NA,protein_coding,PA14_RS27170,PA14_66580
NC_008463.1,RefSeq,gene,5945430,5946536,.,-,.,gene-PA14_RS27175,aroB,Gene,aroB,protein_coding,PA14_RS27175,PA14_66600
NC_008463.1,RefSeq,gene,5946586,5947104,.,-,.,gene-PA14_RS27180,aroK,Gene,aroK,protein_coding,PA14_RS27180,PA14_66610
NC_008463.1,RefSeq,gene,5947116,5949248,.,-,.,gene-PA14_RS27185,pilQ,Gene,pilQ,protein_coding,PA14_RS27185,PA14_66620
NC_008463.1,RefSeq,gene,5949302,5949826,.,-,.,gene-PA14_RS27190,pilP,Gene,pilP,protein_coding,PA14_RS27190,PA14_66630
NC_008463.1,RefSeq,gene,5949823,5950446,.,-,.,gene-PA14_RS27195,pilO,Gene,pilO,protein_coding,PA14_RS27195,PA14_66640
NC_008463.1,RefSeq,gene,5950443,5951039,.,-,.,gene-PA14_RS27200,pilN,Gene,pilN,protein_coding,PA14_RS27200,PA14_66650
NC_008463.1,RefSeq,gene,5951039,5952103,.,-,.,gene-PA14_RS27205,pilM,Gene,pilM,protein_coding,PA14_RS27205,PA14_66660
NC_008463.1,RefSeq,gene,5952288,5954759,.,+,.,gene-PA14_RS27210,PA14_RS27210,Gene,NA,protein_coding,PA14_RS27210,PA14_66670
NC_008463.1,RefSeq,gene,5954855,5956123,.,-,.,gene-PA14_RS27215,PA14_RS27215,Gene,NA,protein_coding,PA14_RS27215,PA14_66680
NC_008463.1,RefSeq,gene,5956226,5957665,.,-,.,gene-PA14_RS27220,PA14_RS27220,Gene,NA,protein_coding,PA14_RS27220,PA14_66690
NC_008463.1,RefSeq,gene,5957662,5958429,.,-,.,gene-PA14_RS27225,PA14_RS27225,Gene,NA,protein_coding,PA14_RS27225,PA14_66700
NC_008463.1,RefSeq,gene,5958489,5958704,.,-,.,gene-PA14_RS27230,rpmE,Gene,rpmE,protein_coding,PA14_RS27230,PA14_66710
NC_008463.1,RefSeq,gene,5958880,5961099,.,+,.,gene-PA14_RS27235,PA14_RS27235,Gene,NA,protein_coding,PA14_RS27235,PA14_66720
NC_008463.1,RefSeq,gene,5961348,5963111,.,+,.,gene-PA14_RS27240,argS,Gene,argS,protein_coding,PA14_RS27240,PA14_66750
NC_008463.1,RefSeq,gene,5963146,5963841,.,+,.,gene-PA14_RS27245,PA14_RS27245,Gene,NA,protein_coding,PA14_RS27245,PA14_66760
NC_008463.1,RefSeq,gene,5963960,5964493,.,+,.,gene-PA14_RS27250,hslV,Gene,hslV,protein_coding,PA14_RS27250,PA14_66770
NC_008463.1,RefSeq,gene,5964522,5965865,.,+,.,gene-PA14_RS27255,hslU,Gene,hslU,protein_coding,PA14_RS27255,PA14_66790
NC_008463.1,RefSeq,gene,5965960,5966331,.,+,.,gene-PA14_RS27260,PA14_RS27260,Gene,NA,protein_coding,PA14_RS27260,PA14_66800
NC_008463.1,RefSeq,gene,5966750,5968429,.,+,.,gene-PA14_RS27265,phaC,Gene,phaC,protein_coding,PA14_RS27265,PA14_66820
NC_008463.1,RefSeq,gene,5968582,5969439,.,+,.,gene-PA14_RS27270,phaZ,Gene,phaZ,protein_coding,PA14_RS27270,PA14_66830
NC_008463.1,RefSeq,gene,5969743,5971425,.,+,.,gene-PA14_RS27275,phaC,Gene,phaC,protein_coding,PA14_RS27275,PA14_66840
NC_008463.1,RefSeq,gene,5971481,5972098,.,+,.,gene-PA14_RS27280,PA14_RS27280,Gene,NA,protein_coding,PA14_RS27280,PA14_66850
NC_008463.1,RefSeq,gene,5972142,5973071,.,-,.,gene-PA14_RS27285,PA14_RS27285,Gene,NA,protein_coding,PA14_RS27285,PA14_66875
NC_008463.1,RefSeq,gene,5973082,5973498,.,-,.,gene-PA14_RS27290,PA14_RS27290,Gene,NA,protein_coding,PA14_RS27290,PA14_66880
NC_008463.1,RefSeq,gene,5973642,5973917,.,-,.,gene-PA14_RS27295,PA14_RS27295,Gene,NA,protein_coding,PA14_RS27295,PA14_66890
NC_008463.1,RefSeq,gene,5974053,5974823,.,+,.,gene-PA14_RS27300,ubiE,Gene,ubiE,protein_coding,PA14_RS27300,PA14_66900
NC_008463.1,RefSeq,gene,5974838,5975464,.,+,.,gene-PA14_RS27305,PA14_RS27305,Gene,NA,protein_coding,PA14_RS27305,PA14_66910
NC_008463.1,RefSeq,gene,5975461,5977062,.,+,.,gene-PA14_RS27310,ubiB,Gene,ubiB,protein_coding,PA14_RS27310,PA14_66920
NC_008463.1,RefSeq,gene,5977178,5977582,.,+,.,gene-PA14_RS27315,hisI,Gene,hisI,protein_coding,PA14_RS27315,PA14_66940
NC_008463.1,RefSeq,gene,5977575,5977910,.,+,.,gene-PA14_RS27320,PA14_RS27320,Gene,NA,protein_coding,PA14_RS27320,PA14_66950
NC_008463.1,RefSeq,gene,5977936,5978184,.,+,.,gene-PA14_RS27325,PA14_RS27325,Gene,NA,protein_coding,PA14_RS27325,PA14_66960
NC_008463.1,RefSeq,gene,5978198,5978623,.,+,.,gene-PA14_RS27330,tatB,Gene,tatB,protein_coding,PA14_RS27330,PA14_66970
NC_008463.1,RefSeq,gene,5978620,5979423,.,+,.,gene-PA14_RS27335,tatC,Gene,tatC,protein_coding,PA14_RS27335,PA14_66980
NC_008463.1,RefSeq,gene,5979420,5980127,.,+,.,gene-PA14_RS27340,PA14_RS27340,Gene,NA,protein_coding,PA14_RS27340,PA14_66990
NC_008463.1,RefSeq,gene,5980339,5982282,.,+,.,gene-PA14_RS27345,PA14_RS27345,Gene,NA,protein_coding,PA14_RS27345,PA14_67010
NC_008463.1,RefSeq,gene,5982392,5982853,.,+,.,gene-PA14_RS27350,PA14_RS27350,Gene,NA,protein_coding,PA14_RS27350,PA14_67020
NC_008463.1,RefSeq,gene,5982861,5983595,.,-,.,gene-PA14_RS27355,PA14_RS27355,Gene,NA,protein_coding,PA14_RS27355,PA14_67030
NC_008463.1,RefSeq,gene,5983588,5984550,.,-,.,gene-PA14_RS27360,PA14_RS27360,Gene,NA,protein_coding,PA14_RS27360,PA14_67040
NC_008463.1,RefSeq,gene,5984616,5985416,.,-,.,gene-PA14_RS27365,PA14_RS27365,Gene,NA,protein_coding,PA14_RS27365,PA14_67050
NC_008463.1,RefSeq,gene,5985654,5988239,.,-,.,gene-PA14_RS27370,mdoH,Gene,mdoH,protein_coding,PA14_RS27370,PA14_67065
NC_008463.1,RefSeq,gene,5988232,5989809,.,-,.,gene-PA14_RS27375,PA14_RS27375,Gene,NA,protein_coding,PA14_RS27375,PA14_67090
NC_008463.1,RefSeq,gene,5990266,5990703,.,-,.,gene-PA14_RS27380,dtd,Gene,dtd,protein_coding,PA14_RS27380,PA14_67100
NC_008463.1,RefSeq,gene,5990700,5991671,.,-,.,gene-PA14_RS27385,pip,Gene,pip,protein_coding,PA14_RS27385,PA14_67110
NC_008463.1,RefSeq,gene,5991853,5992329,.,+,.,gene-PA14_RS27390,PA14_RS27390,Gene,NA,protein_coding,PA14_RS27390,PA14_67120
NC_008463.1,RefSeq,gene,5992334,5993233,.,-,.,gene-PA14_RS27395,PA14_RS27395,Gene,NA,protein_coding,PA14_RS27395,PA14_67130
NC_008463.1,RefSeq,gene,5993276,5993626,.,-,.,gene-PA14_RS27400,PA14_RS27400,Gene,NA,protein_coding,PA14_RS27400,PA14_67140
NC_008463.1,RefSeq,gene,5993651,5994901,.,-,.,gene-PA14_RS27405,PA14_RS27405,Gene,NA,protein_coding,PA14_RS27405,PA14_67150
NC_008463.1,RefSeq,gene,5994966,5995922,.,+,.,gene-PA14_RS27410,PA14_RS27410,Gene,NA,protein_coding,PA14_RS27410,PA14_67170
NC_008463.1,RefSeq,gene,5995985,5996854,.,-,.,gene-PA14_RS31050,PA14_RS31050,Gene,NA,protein_coding,PA14_RS31050,PA14_67180
NC_008463.1,RefSeq,gene,5996863,5997732,.,-,.,gene-PA14_RS27415,PA14_RS27415,Gene,NA,protein_coding,PA14_RS27415,PA14_67190
NC_008463.1,RefSeq,gene,5997741,5998610,.,-,.,gene-PA14_RS27420,PA14_RS27420,Gene,NA,protein_coding,PA14_RS27420,PA14_67200
NC_008463.1,RefSeq,gene,5998619,5999494,.,-,.,gene-PA14_RS31055,PA14_RS31055,Gene,NA,protein_coding,PA14_RS31055,PA14_67210
NC_008463.1,RefSeq,gene,5999498,6001735,.,-,.,gene-PA14_RS27425,pldB,Gene,pldB,protein_coding,PA14_RS27425,PA14_67220
NC_008463.1,RefSeq,gene,6001732,6004104,.,-,.,gene-PA14_RS27430,PA14_RS27430,Gene,NA,protein_coding,PA14_RS27430,PA14_67230
NC_008463.1,RefSeq,gene,6004374,6005174,.,-,.,gene-PA14_RS27435,hutG,Gene,hutG,protein_coding,PA14_RS27435,PA14_67240
NC_008463.1,RefSeq,gene,6005167,6006375,.,-,.,gene-PA14_RS27440,hutI,Gene,hutI,protein_coding,PA14_RS27440,PA14_67250
NC_008463.1,RefSeq,gene,6006372,6007904,.,-,.,gene-PA14_RS27445,hutH,Gene,hutH,protein_coding,PA14_RS27445,PA14_67260
NC_008463.1,RefSeq,gene,6007901,6008731,.,-,.,gene-PA14_RS27450,PA14_RS27450,Gene,NA,protein_coding,PA14_RS27450,PA14_67270
NC_008463.1,RefSeq,gene,6008728,6009579,.,-,.,gene-PA14_RS27455,PA14_RS27455,Gene,NA,protein_coding,PA14_RS27455,PA14_67280
NC_008463.1,RefSeq,gene,6009604,6010572,.,-,.,gene-PA14_RS27460,PA14_RS27460,Gene,NA,protein_coding,PA14_RS27460,PA14_67300
NC_008463.1,RefSeq,gene,6010690,6012093,.,-,.,gene-PA14_RS27465,PA14_RS27465,Gene,NA,protein_coding,PA14_RS27465,PA14_67310
NC_008463.1,RefSeq,gene,6012156,6013685,.,-,.,gene-PA14_RS27470,hutH,Gene,hutH,protein_coding,PA14_RS27470,PA14_67320
NC_008463.1,RefSeq,gene,6013782,6015224,.,-,.,gene-PA14_RS27475,PA14_RS27475,Gene,NA,protein_coding,PA14_RS27475,PA14_67340
NC_008463.1,RefSeq,gene,6015332,6017011,.,-,.,gene-PA14_RS27480,hutU,Gene,hutU,protein_coding,PA14_RS27480,PA14_67350
NC_008463.1,RefSeq,gene,6017336,6018133,.,-,.,gene-PA14_RS27485,PA14_RS27485,Gene,NA,protein_coding,PA14_RS27485,PA14_67370
NC_008463.1,RefSeq,gene,6018152,6019090,.,-,.,gene-PA14_RS27490,PA14_RS27490,Gene,NA,protein_coding,PA14_RS27490,PA14_67380
NC_008463.1,RefSeq,gene,6019106,6020128,.,-,.,gene-PA14_RS27495,PA14_RS27495,Gene,NA,protein_coding,PA14_RS27495,PA14_67400
NC_008463.1,RefSeq,gene,6020270,6020860,.,-,.,gene-PA14_RS27500,PA14_RS27500,Gene,NA,protein_coding,PA14_RS27500,PA14_67410
NC_008463.1,RefSeq,gene,6020857,6021609,.,-,.,gene-PA14_RS27505,hutC,Gene,hutC,protein_coding,PA14_RS27505,PA14_67420
NC_008463.1,RefSeq,gene,6021710,6023071,.,+,.,gene-PA14_RS27510,PA14_RS27510,Gene,NA,protein_coding,PA14_RS27510,PA14_67440
NC_008463.1,RefSeq,gene,6023214,6023783,.,-,.,gene-PA14_RS27515,PA14_RS27515,Gene,NA,protein_coding,PA14_RS27515,PA14_67450
NC_008463.1,RefSeq,gene,6023780,6024037,.,-,.,gene-PA14_RS27520,bamE,Gene,bamE,protein_coding,PA14_RS27520,PA14_67460
NC_008463.1,RefSeq,gene,6024110,6024712,.,-,.,gene-PA14_RS27525,PA14_RS27525,Gene,NA,protein_coding,PA14_RS27525,PA14_67470
NC_008463.1,RefSeq,gene,6024717,6025727,.,-,.,gene-PA14_RS27530,PA14_RS27530,Gene,NA,protein_coding,PA14_RS27530,PA14_67490
NC_008463.1,RefSeq,gene,6025867,6026397,.,-,.,gene-PA14_RS27535,gloA,Gene,gloA,protein_coding,PA14_RS27535,PA14_67500
NC_008463.1,RefSeq,gene,6026551,6028491,.,-,.,gene-PA14_RS27540,estA,Gene,estA,protein_coding,PA14_RS27540,PA14_67510
NC_008463.1,RefSeq,gene,6028600,6029994,.,-,.,gene-PA14_RS27545,PA14_RS27545,Gene,NA,protein_coding,PA14_RS27545,PA14_67520
NC_008463.1,RefSeq,gene,6029991,6033596,.,-,.,gene-PA14_RS27550,PA14_RS27550,Gene,NA,protein_coding,PA14_RS27550,PA14_67530
NC_008463.1,RefSeq,gene,6033735,6034319,.,-,.,gene-PA14_RS27555,PA14_RS27555,Gene,NA,protein_coding,PA14_RS27555,PA14_67540
NC_008463.1,RefSeq,gene,6034403,6034828,.,+,.,gene-PA14_RS27560,PA14_RS27560,Gene,NA,protein_coding,PA14_RS27560,PA14_67550
NC_008463.1,RefSeq,gene,6034912,6036729,.,-,.,gene-PA14_RS27565,typA,Gene,typA,protein_coding,PA14_RS27565,PA14_67560
NC_008463.1,RefSeq,gene,6036946,6038400,.,-,.,gene-PA14_RS27570,thiI,Gene,thiI,protein_coding,PA14_RS27570,PA14_67580
NC_008463.1,RefSeq,gene,6038737,6040146,.,+,.,gene-PA14_RS27575,glnA,Gene,glnA,protein_coding,PA14_RS27575,PA14_67600
NC_008463.1,RefSeq,gene,6040294,6040698,.,+,.,gene-PA14_RS27580,PA14_RS27580,Gene,NA,protein_coding,PA14_RS27580,PA14_67620
NC_008463.1,RefSeq,gene,6040695,6042902,.,-,.,gene-PA14_RS27585,PA14_RS27585,Gene,NA,protein_coding,PA14_RS27585,PA14_67630
NC_008463.1,RefSeq,gene,6043190,6043711,.,+,.,gene-PA14_RS27590,PA14_RS27590,Gene,NA,protein_coding,PA14_RS27590,PA14_67640
NC_008463.1,RefSeq,gene,6043708,6044280,.,+,.,gene-PA14_RS27595,PA14_RS27595,Gene,NA,protein_coding,PA14_RS27595,PA14_67650
NC_008463.1,RefSeq,gene,6044551,6045627,.,+,.,gene-PA14_RS27600,ntrB,Gene,ntrB,protein_coding,PA14_RS27600,PA14_67670
NC_008463.1,RefSeq,gene,6045630,6047060,.,+,.,gene-PA14_RS27605,ntrC,Gene,ntrC,protein_coding,PA14_RS27605,PA14_67680
NC_008463.1,RefSeq,gene,6047783,6048250,.,-,.,gene-PA14_RS27610,PA14_RS27610,Gene,NA,protein_coding,PA14_RS27610,PA14_67700
NC_008463.1,RefSeq,gene,6048249,6048710,.,+,.,gene-PA14_RS27615,trmL,Gene,trmL,protein_coding,PA14_RS27615,PA14_67710
NC_008463.1,RefSeq,gene,6048769,6049260,.,-,.,gene-PA14_RS27620,secB,Gene,secB,protein_coding,PA14_RS27620,PA14_67720
NC_008463.1,RefSeq,gene,6049297,6049551,.,-,.,gene-PA14_RS27625,grxC,Gene,grxC,protein_coding,PA14_RS27625,PA14_67740
NC_008463.1,RefSeq,gene,6049553,6049972,.,-,.,gene-PA14_RS27630,PA14_RS27630,Gene,NA,protein_coding,PA14_RS27630,PA14_67750
NC_008463.1,RefSeq,gene,6050297,6051844,.,+,.,gene-PA14_RS27635,gpmI,Gene,gpmI,protein_coding,PA14_RS27635,PA14_67770
NC_008463.1,RefSeq,gene,6052158,6052976,.,+,.,gene-PA14_RS27640,PA14_RS27640,Gene,NA,protein_coding,PA14_RS27640,PA14_67780
NC_008463.1,RefSeq,gene,6053126,6054412,.,+,.,gene-PA14_RS27645,PA14_RS27645,Gene,NA,protein_coding,PA14_RS27645,PA14_67790
NC_008463.1,RefSeq,gene,6054441,6055751,.,+,.,gene-PA14_RS27650,cptA,Gene,cptA,protein_coding,PA14_RS27650,PA14_67810
NC_008463.1,RefSeq,gene,6055751,6056524,.,+,.,gene-PA14_RS27655,PA14_RS27655,Gene,NA,protein_coding,PA14_RS27655,PA14_67820
NC_008463.1,RefSeq,gene,6056593,6058074,.,+,.,gene-PA14_RS27660,PA14_RS27660,Gene,NA,protein_coding,PA14_RS27660,PA14_67830
NC_008463.1,RefSeq,gene,6058115,6058870,.,-,.,gene-PA14_RS27665,PA14_RS27665,Gene,NA,protein_coding,PA14_RS27665,PA14_67840
NC_008463.1,RefSeq,gene,6059020,6059772,.,-,.,gene-PA14_RS27670,PA14_RS27670,Gene,NA,protein_coding,PA14_RS27670,PA14_67850
NC_008463.1,RefSeq,gene,6059863,6060609,.,-,.,gene-PA14_RS27675,PA14_RS27675,Gene,NA,protein_coding,PA14_RS27675,PA14_67860
NC_008463.1,RefSeq,gene,6060781,6061551,.,-,.,gene-PA14_RS27680,hisF,Gene,hisF,protein_coding,PA14_RS27680,PA14_67880
NC_008463.1,RefSeq,gene,6061562,6062299,.,-,.,gene-PA14_RS27685,hisA,Gene,hisA,protein_coding,PA14_RS27685,PA14_67890
NC_008463.1,RefSeq,gene,6062348,6062608,.,-,.,gene-PA14_RS27690,PA14_RS27690,Gene,NA,protein_coding,PA14_RS27690,PA14_67900
NC_008463.1,RefSeq,gene,6062612,6063250,.,-,.,gene-PA14_RS27695,hisH,Gene,hisH,protein_coding,PA14_RS27695,PA14_67920
NC_008463.1,RefSeq,gene,6063250,6063843,.,-,.,gene-PA14_RS27700,hisB,Gene,hisB,protein_coding,PA14_RS27700,PA14_67930
NC_008463.1,RefSeq,gene,6064004,6064402,.,+,.,gene-PA14_RS27705,PA14_RS27705,Gene,NA,protein_coding,PA14_RS27705,PA14_67940
NC_008463.1,RefSeq,gene,6064439,6064675,.,+,.,gene-PA14_RS27710,PA14_RS27710,Gene,NA,protein_coding,PA14_RS27710,PA14_67960
NC_008463.1,RefSeq,gene,6064672,6065778,.,+,.,gene-PA14_RS27715,PA14_RS27715,Gene,NA,protein_coding,PA14_RS27715,PA14_67970
NC_008463.1,RefSeq,gene,6065872,6068124,.,+,.,gene-PA14_RS27720,PA14_RS27720,Gene,NA,protein_coding,PA14_RS27720,PA14_67975
NC_008463.1,RefSeq,gene,6068121,6069188,.,+,.,gene-PA14_RS27725,mutY,Gene,mutY,protein_coding,PA14_RS27725,PA14_67990
NC_008463.1,RefSeq,gene,6069232,6069504,.,+,.,gene-PA14_RS27730,PA14_RS27730,Gene,NA,protein_coding,PA14_RS27730,PA14_68000
NC_008463.1,RefSeq,gene,6070731,6070806,.,+,.,gene-PA14_RS27740,PA14_RS27740,Gene,NA,tRNA,PA14_RS27740,PA14_68030
NC_008463.1,RefSeq,gene,6070863,6071600,.,-,.,gene-PA14_RS27745,PA14_RS27745,Gene,NA,protein_coding,PA14_RS27745,PA14_68040
NC_008463.1,RefSeq,gene,6071759,6072448,.,+,.,gene-PA14_RS27750,PA14_RS27750,Gene,NA,protein_coding,PA14_RS27750,PA14_68050
NC_008463.1,RefSeq,gene,6072697,6073470,.,+,.,gene-PA14_RS27755,PA14_RS27755,Gene,NA,protein_coding,PA14_RS27755,PA14_68060
NC_008463.1,RefSeq,gene,6073485,6074237,.,+,.,gene-PA14_RS27760,PA14_RS27760,Gene,NA,protein_coding,PA14_RS27760,PA14_68070
NC_008463.1,RefSeq,gene,6074299,6074994,.,+,.,gene-PA14_RS27765,PA14_RS27765,Gene,NA,protein_coding,PA14_RS27765,PA14_68080
NC_008463.1,RefSeq,gene,6074991,6075683,.,+,.,gene-PA14_RS27770,PA14_RS27770,Gene,NA,protein_coding,PA14_RS27770,PA14_68090
NC_008463.1,RefSeq,gene,6075752,6076972,.,+,.,gene-PA14_RS27775,PA14_RS27775,Gene,NA,protein_coding,PA14_RS27775,PA14_68100
NC_008463.1,RefSeq,gene,6077376,6077846,.,+,.,gene-PA14_RS27780,PA14_RS27780,Gene,NA,protein_coding,PA14_RS27780,PA14_68110
NC_008463.1,RefSeq,gene,6077850,6079328,.,+,.,gene-PA14_RS27785,PA14_RS27785,Gene,NA,protein_coding,PA14_RS27785,PA14_68120
NC_008463.1,RefSeq,gene,6079343,6080527,.,+,.,gene-PA14_RS27790,PA14_RS27790,Gene,NA,protein_coding,PA14_RS27790,PA14_68130
